"berkas_citra","nama"
"../test/140__F_Left_thumb_finger.BMP","James Alessio"
"../test/140__F_Left_little_finger.BMP","James Alessio"
"../test/140__F_Left_middle_finger.BMP","James Alessio"
"../test/140__F_Right_little_finger.BMP","James Alessio"
"../test/140__F_Right_middle_finger.BMP","James Alessio"
"../test/140__F_Left_ring_finger.BMP","James Alessio"
"../test/140__F_Right_thumb_finger.BMP","James Alessio"
"../test/141__F_Right_thumb_finger.BMP","Beth Farnan"
"../test/141__F_Left_middle_finger.BMP","Beth Farnan"
"../test/141__F_Left_index_finger.BMP","Beth Farnan"
"../test/141__F_Left_ring_finger.BMP","Beth Farnan"
"../test/141__F_Left_little_finger.BMP","Beth Farnan"
"../test/141__F_Right_ring_finger.BMP","Beth Farnan"
"../test/141__F_Right_index_finger.BMP","Beth Farnan"
"../test/141__F_Right_little_finger.BMP","Beth Farnan"
"../test/141__F_Right_middle_finger.BMP","Beth Farnan"
"../test/141__F_Left_thumb_finger.BMP","Beth Farnan"
"../test/142__F_Right_little_finger.BMP","Debra Woodrow"
"../test/142__F_Right_middle_finger.BMP","Debra Woodrow"
"../test/142__F_Right_index_finger.BMP","Debra Woodrow"
"../test/142__F_Left_ring_finger.BMP","Debra Woodrow"
"../test/142__F_Left_thumb_finger.BMP","Debra Woodrow"
"../test/142__F_Right_thumb_finger.BMP","Debra Woodrow"
"../test/142__F_Right_ring_finger.BMP","Debra Woodrow"
"../test/142__F_Left_little_finger.BMP","Debra Woodrow"
"../test/142__F_Left_index_finger.BMP","Debra Woodrow"
"../test/142__F_Left_middle_finger.BMP","Debra Woodrow"
"../test/143__M_Right_ring_finger.BMP","Eric Lee"
"../test/143__M_Right_thumb_finger.BMP","Eric Lee"
"../test/143__M_Left_index_finger.BMP","Eric Lee"
"../test/143__M_Right_little_finger.BMP","Eric Lee"
"../test/143__M_Right_middle_finger.BMP","Eric Lee"
"../test/143__M_Left_little_finger.BMP","Eric Lee"
"../test/143__M_Left_middle_finger.BMP","Eric Lee"
"../test/143__M_Right_index_finger.BMP","Eric Lee"
"../test/143__M_Left_thumb_finger.BMP","Eric Lee"
"../test/143__M_Left_ring_finger.BMP","Eric Lee"
"../test/144__M_Left_thumb_finger.BMP","Harold Miranda"
"../test/144__M_Right_thumb_finger.BMP","Harold Miranda"
"../test/144__M_Left_middle_finger.BMP","Harold Miranda"
"../test/144__M_Left_little_finger.BMP","Harold Miranda"
"../test/144__M_Right_middle_finger.BMP","Harold Miranda"
"../test/144__M_Right_little_finger.BMP","Harold Miranda"
"../test/144__M_Left_index_finger.BMP","Harold Miranda"
"../test/144__M_Right_index_finger.BMP","Harold Miranda"
"../test/144__M_Left_ring_finger.BMP","Harold Miranda"
"../test/144__M_Right_ring_finger.BMP","Harold Miranda"
"../test/145__M_Right_middle_finger.BMP","Mariano Bilal"
"../test/145__M_Right_little_finger.BMP","Mariano Bilal"
"../test/145__M_Left_ring_finger.BMP","Mariano Bilal"
"../test/145__M_Left_thumb_finger.BMP","Mariano Bilal"
"../test/145__M_Right_index_finger.BMP","Mariano Bilal"
"../test/145__M_Left_little_finger.BMP","Mariano Bilal"
"../test/145__M_Left_middle_finger.BMP","Mariano Bilal"
"../test/145__M_Right_ring_finger.BMP","Mariano Bilal"
"../test/145__M_Left_index_finger.BMP","Mariano Bilal"
"../test/145__M_Right_thumb_finger.BMP","Mariano Bilal"
"../test/146__M_Left_middle_finger.BMP","Marian Chaves"
"../test/146__M_Left_little_finger.BMP","Marian Chaves"
"../test/146__M_Right_thumb_finger.BMP","Marian Chaves"
"../test/146__M_Left_ring_finger.BMP","Marian Chaves"
"../test/146__M_Left_index_finger.BMP","Marian Chaves"
"../test/146__M_Right_ring_finger.BMP","Marian Chaves"
"../test/146__M_Right_middle_finger.BMP","Marian Chaves"
"../test/146__M_Right_little_finger.BMP","Marian Chaves"
"../test/146__M_Right_index_finger.BMP","Marian Chaves"
"../test/146__M_Left_thumb_finger.BMP","Marian Chaves"
"../test/147__M_Right_ring_finger.BMP","Jodi Lewis"
"../test/147__M_Right_index_finger.BMP","Jodi Lewis"
"../test/147__M_Left_index_finger.BMP","Jodi Lewis"
"../test/147__M_Left_thumb_finger.BMP","Jodi Lewis"
"../test/147__M_Right_thumb_finger.BMP","Jodi Lewis"
"../test/147__M_Right_middle_finger.BMP","Jodi Lewis"
"../test/147__M_Right_little_finger.BMP","Jodi Lewis"
"../test/147__M_Left_ring_finger.BMP","Jodi Lewis"
"../test/147__M_Left_little_finger.BMP","Jodi Lewis"
"../test/147__M_Left_middle_finger.BMP","Jodi Lewis"
"../test/148__M_Right_index_finger.BMP","Micheal Garcia"
"../test/148__M_Left_thumb_finger.BMP","Micheal Garcia"
"../test/148__M_Right_middle_finger.BMP","Micheal Garcia"
"../test/148__M_Right_little_finger.BMP","Micheal Garcia"
"../test/148__M_Right_thumb_finger.BMP","Micheal Garcia"
"../test/148__M_Left_index_finger.BMP","Micheal Garcia"
"../test/148__M_Right_ring_finger.BMP","Micheal Garcia"
"../test/148__M_Left_middle_finger.BMP","Micheal Garcia"
"../test/148__M_Left_little_finger.BMP","Micheal Garcia"
"../test/148__M_Left_ring_finger.BMP","Micheal Garcia"
"../test/149__F_Right_thumb_finger.BMP","Stephen Casparian"
"../test/149__F_Left_ring_finger.BMP","Stephen Casparian"
"../test/149__F_Right_middle_finger.BMP","Stephen Casparian"
"../test/149__F_Right_little_finger.BMP","Stephen Casparian"
"../test/149__F_Left_middle_finger.BMP","Stephen Casparian"
"../test/149__F_Left_index_finger.BMP","Stephen Casparian"
"../test/149__F_Left_little_finger.BMP","Stephen Casparian"
"../test/149__F_Right_ring_finger.BMP","Stephen Casparian"
"../test/149__F_Right_index_finger.BMP","Stephen Casparian"
"../test/149__F_Left_thumb_finger.BMP","Stephen Casparian"
"../test/150__M_Right_ring_finger.BMP","Helen Shan"
"../test/150__M_Right_index_finger.BMP","Helen Shan"
"../test/150__M_Left_index_finger.BMP","Helen Shan"
"../test/150__M_Left_middle_finger.BMP","Helen Shan"
"../test/150__M_Right_middle_finger.BMP","Helen Shan"
"../test/150__M_Left_little_finger.BMP","Helen Shan"
"../test/150__M_Right_little_finger.BMP","Helen Shan"
"../test/150__M_Left_ring_finger.BMP","Helen Shan"
"../test/150__M_Right_thumb_finger.BMP","Helen Shan"
"../test/150__M_Left_thumb_finger.BMP","Helen Shan"
"../test/151__M_Right_thumb_finger.BMP","Kyle Wojciak"
"../test/151__M_Left_index_finger.BMP","Kyle Wojciak"
"../test/151__M_Right_ring_finger.BMP","Kyle Wojciak"
"../test/151__M_Left_little_finger.BMP","Kyle Wojciak"
"../test/151__M_Left_middle_finger.BMP","Kyle Wojciak"
"../test/151__M_Left_ring_finger.BMP","Kyle Wojciak"
"../test/151__M_Right_index_finger.BMP","Kyle Wojciak"
"../test/151__M_Left_thumb_finger.BMP","Kyle Wojciak"
"../test/151__M_Right_middle_finger.BMP","Kyle Wojciak"
"../test/151__M_Right_little_finger.BMP","Kyle Wojciak"
"../test/152__M_Left_ring_finger.BMP","Karen Greany"
"../test/152__M_Right_index_finger.BMP","Karen Greany"
"../test/152__M_Left_thumb_finger.BMP","Karen Greany"
"../test/152__M_Right_middle_finger.BMP","Karen Greany"
"../test/152__M_Right_little_finger.BMP","Karen Greany"
"../test/152__M_Right_ring_finger.BMP","Karen Greany"
"../test/152__M_Left_index_finger.BMP","Karen Greany"
"../test/152__M_Right_thumb_finger.BMP","Karen Greany"
"../test/152__M_Left_middle_finger.BMP","Karen Greany"
"../test/152__M_Left_little_finger.BMP","Karen Greany"
"../test/153__M_Right_middle_finger.BMP","Brittany Prouse"
"../test/153__M_Left_little_finger.BMP","Brittany Prouse"
"../test/153__M_Right_little_finger.BMP","Brittany Prouse"
"../test/153__M_Left_middle_finger.BMP","Brittany Prouse"
"../test/153__M_Left_thumb_finger.BMP","Brittany Prouse"
"../test/153__M_Right_thumb_finger.BMP","Brittany Prouse"
"../test/153__M_Left_ring_finger.BMP","Brittany Prouse"
"../test/153__M_Left_index_finger.BMP","Brittany Prouse"
"../test/153__M_Right_index_finger.BMP","Brittany Prouse"
"../test/153__M_Right_ring_finger.BMP","Brittany Prouse"
"../test/154__F_Right_little_finger.BMP","Elizabeth Brown"
"../test/154__F_Right_thumb_finger.BMP","Elizabeth Brown"
"../test/154__F_Right_middle_finger.BMP","Elizabeth Brown"
"../test/154__F_Left_little_finger.BMP","Elizabeth Brown"
"../test/154__F_Left_thumb_finger.BMP","Elizabeth Brown"
"../test/154__F_Left_middle_finger.BMP","Elizabeth Brown"
"../test/154__F_Right_index_finger.BMP","Elizabeth Brown"
"../test/154__F_Left_ring_finger.BMP","Elizabeth Brown"
"../test/154__F_Left_index_finger.BMP","Elizabeth Brown"
"../test/154__F_Right_ring_finger.BMP","Elizabeth Brown"
"../test/155__M_Left_index_finger.BMP","Emma Lauridsen"
"../test/155__M_Right_index_finger.BMP","Emma Lauridsen"
"../test/155__M_Right_ring_finger.BMP","Emma Lauridsen"
"../test/155__M_Left_ring_finger.BMP","Emma Lauridsen"
"../test/155__M_Right_little_finger.BMP","Emma Lauridsen"
"../test/155__M_Right_middle_finger.BMP","Emma Lauridsen"
"../test/155__M_Right_thumb_finger.BMP","Emma Lauridsen"
"../test/155__M_Left_thumb_finger.BMP","Emma Lauridsen"
"../test/155__M_Left_little_finger.BMP","Emma Lauridsen"
"../test/155__M_Left_middle_finger.BMP","Emma Lauridsen"
"../test/156__F_Left_index_finger.BMP","Avis Vecker"
"../test/156__F_Left_little_finger.BMP","Avis Vecker"
"../test/156__F_Left_middle_finger.BMP","Avis Vecker"
"../test/156__F_Right_ring_finger.BMP","Avis Vecker"
"../test/156__F_Right_thumb_finger.BMP","Avis Vecker"
"../test/156__F_Left_ring_finger.BMP","Avis Vecker"
"../test/156__F_Left_thumb_finger.BMP","Avis Vecker"
"../test/156__F_Right_little_finger.BMP","Avis Vecker"
"../test/156__F_Right_index_finger.BMP","Avis Vecker"
"../test/156__F_Right_middle_finger.BMP","Avis Vecker"
"../test/157__M_Left_thumb_finger.BMP","Ann Lewis"
"../test/157__M_Right_index_finger.BMP","Ann Lewis"
"../test/157__M_Right_little_finger.BMP","Ann Lewis"
"../test/157__M_Left_ring_finger.BMP","Ann Lewis"
"../test/157__M_Left_little_finger.BMP","Ann Lewis"
"../test/157__M_Right_middle_finger.BMP","Ann Lewis"
"../test/157__M_Left_middle_finger.BMP","Ann Lewis"
"../test/157__M_Left_index_finger.BMP","Ann Lewis"
"../test/157__M_Right_thumb_finger.BMP","Ann Lewis"
"../test/157__M_Right_ring_finger.BMP","Ann Lewis"
"../test/158__M_Right_little_finger.BMP","Christine Adair"
"../test/158__M_Right_middle_finger.BMP","Christine Adair"
"../test/158__M_Right_ring_finger.BMP","Christine Adair"
"../test/158__M_Right_index_finger.BMP","Christine Adair"
"../test/158__M_Left_index_finger.BMP","Christine Adair"
"../test/158__M_Left_ring_finger.BMP","Christine Adair"
"../test/158__M_Left_middle_finger.BMP","Christine Adair"
"../test/158__M_Left_little_finger.BMP","Christine Adair"
"../test/158__M_Left_thumb_finger.BMP","Christine Adair"
"../test/158__M_Right_thumb_finger.BMP","Christine Adair"
"../test/159__M_Left_index_finger.BMP","Blanche Luster"
"../test/159__M_Right_thumb_finger.BMP","Blanche Luster"
"../test/159__M_Right_ring_finger.BMP","Blanche Luster"
"../test/159__M_Left_ring_finger.BMP","Blanche Luster"
"../test/159__M_Left_little_finger.BMP","Blanche Luster"
"../test/159__M_Right_little_finger.BMP","Blanche Luster"
"../test/159__M_Left_middle_finger.BMP","Blanche Luster"
"../test/159__M_Right_middle_finger.BMP","Blanche Luster"
"../test/159__M_Left_thumb_finger.BMP","Blanche Luster"
"../test/159__M_Right_index_finger.BMP","Blanche Luster"
"../test/160__M_Left_middle_finger.BMP","Diana Cush"
"../test/160__M_Left_little_finger.BMP","Diana Cush"
"../test/160__M_Right_thumb_finger.BMP","Diana Cush"
"../test/160__M_Left_thumb_finger.BMP","Diana Cush"
"../test/160__M_Right_little_finger.BMP","Diana Cush"
"../test/160__M_Right_middle_finger.BMP","Diana Cush"
"../test/160__M_Left_ring_finger.BMP","Diana Cush"
"../test/160__M_Right_index_finger.BMP","Diana Cush"
"../test/160__M_Left_index_finger.BMP","Diana Cush"
"../test/160__M_Right_ring_finger.BMP","Diana Cush"
"../test/161__F_Left_index_finger.BMP","Robert Voorhies"
"../test/161__F_Right_little_finger.BMP","Robert Voorhies"
"../test/161__F_Right_middle_finger.BMP","Robert Voorhies"
"../test/161__F_Right_ring_finger.BMP","Robert Voorhies"
"../test/161__F_Right_index_finger.BMP","Robert Voorhies"
"../test/161__F_Left_thumb_finger.BMP","Robert Voorhies"
"../test/161__F_Left_middle_finger.BMP","Robert Voorhies"
"../test/161__F_Left_ring_finger.BMP","Robert Voorhies"
"../test/161__F_Left_little_finger.BMP","Robert Voorhies"
"../test/161__F_Right_thumb_finger.BMP","Robert Voorhies"
"../test/162__M_Right_thumb_finger.BMP","Jessie Atkinson"
"../test/162__M_Left_index_finger.BMP","Jessie Atkinson"
"../test/162__M_Right_ring_finger.BMP","Jessie Atkinson"
"../test/162__M_Left_middle_finger.BMP","Jessie Atkinson"
"../test/162__M_Left_little_finger.BMP","Jessie Atkinson"
"../test/162__M_Right_little_finger.BMP","Jessie Atkinson"
"../test/162__M_Right_index_finger.BMP","Jessie Atkinson"
"../test/162__M_Right_middle_finger.BMP","Jessie Atkinson"
"../test/162__M_Left_thumb_finger.BMP","Jessie Atkinson"
"../test/162__M_Left_ring_finger.BMP","Jessie Atkinson"
"../test/163__M_Left_ring_finger.BMP","Jonathan Froedge"
"../test/163__M_Right_ring_finger.BMP","Jonathan Froedge"
"../test/163__M_Right_index_finger.BMP","Jonathan Froedge"
"../test/163__M_Left_index_finger.BMP","Jonathan Froedge"
"../test/163__M_Left_little_finger.BMP","Jonathan Froedge"
"../test/163__M_Left_middle_finger.BMP","Jonathan Froedge"
"../test/163__M_Right_little_finger.BMP","Jonathan Froedge"
"../test/163__M_Right_middle_finger.BMP","Jonathan Froedge"
"../test/163__M_Left_thumb_finger.BMP","Jonathan Froedge"
"../test/163__M_Right_thumb_finger.BMP","Jonathan Froedge"
"../test/164__M_Right_index_finger.BMP","Lisa Grant"
"../test/164__M_Left_thumb_finger.BMP","Lisa Grant"
"../test/164__M_Left_ring_finger.BMP","Lisa Grant"
"../test/164__M_Left_middle_finger.BMP","Lisa Grant"
"../test/164__M_Left_little_finger.BMP","Lisa Grant"
"../test/164__M_Left_index_finger.BMP","Lisa Grant"
"../test/164__M_Right_thumb_finger.BMP","Lisa Grant"
"../test/164__M_Right_middle_finger.BMP","Lisa Grant"
"../test/164__M_Right_little_finger.BMP","Lisa Grant"
"../test/164__M_Right_ring_finger.BMP","Lisa Grant"
"../test/165__M_Left_thumb_finger.BMP","Kimberly Jones"
"../test/165__M_Right_thumb_finger.BMP","Kimberly Jones"
"../test/165__M_Left_little_finger.BMP","Kimberly Jones"
"../test/165__M_Left_middle_finger.BMP","Kimberly Jones"
"../test/165__M_Right_ring_finger.BMP","Kimberly Jones"
"../test/165__M_Left_index_finger.BMP","Kimberly Jones"
"../test/165__M_Right_middle_finger.BMP","Kimberly Jones"
"../test/165__M_Right_index_finger.BMP","Kimberly Jones"
"../test/165__M_Right_little_finger.BMP","Kimberly Jones"
"../test/165__M_Left_ring_finger.BMP","Kimberly Jones"
"../test/166__M_Right_index_finger.BMP","Lachelle Middleton"
"../test/166__M_Right_middle_finger.BMP","Lachelle Middleton"
"../test/166__M_Right_little_finger.BMP","Lachelle Middleton"
"../test/166__M_Left_index_finger.BMP","Lachelle Middleton"
"../test/166__M_Right_ring_finger.BMP","Lachelle Middleton"
"../test/166__M_Right_thumb_finger.BMP","Lachelle Middleton"
"../test/166__M_Left_ring_finger.BMP","Lachelle Middleton"
"../test/166__M_Left_thumb_finger.BMP","Lachelle Middleton"
"../test/166__M_Left_middle_finger.BMP","Lachelle Middleton"
"../test/166__M_Left_little_finger.BMP","Lachelle Middleton"
"../test/167__M_Left_little_finger.BMP","Kim Manzano"
"../test/167__M_Left_middle_finger.BMP","Kim Manzano"
"../test/167__M_Left_ring_finger.BMP","Kim Manzano"
"../test/167__M_Right_ring_finger.BMP","Kim Manzano"
"../test/167__M_Right_middle_finger.BMP","Kim Manzano"
"../test/167__M_Left_index_finger.BMP","Kim Manzano"
"../test/167__M_Right_little_finger.BMP","Kim Manzano"
"../test/167__M_Right_thumb_finger.BMP","Kim Manzano"
"../test/167__M_Left_thumb_finger.BMP","Kim Manzano"
"../test/167__M_Right_index_finger.BMP","Kim Manzano"
"../test/168__M_Left_middle_finger.BMP","Margaret Cloninger"
"../test/168__M_Left_little_finger.BMP","Margaret Cloninger"
"../test/168__M_Left_ring_finger.BMP","Margaret Cloninger"
"../test/168__M_Right_thumb_finger.BMP","Margaret Cloninger"
"../test/168__M_Left_thumb_finger.BMP","Margaret Cloninger"
"../test/168__M_Right_middle_finger.BMP","Margaret Cloninger"
"../test/168__M_Right_index_finger.BMP","Margaret Cloninger"
"../test/168__M_Right_little_finger.BMP","Margaret Cloninger"
"../test/168__M_Left_index_finger.BMP","Margaret Cloninger"
"../test/168__M_Right_ring_finger.BMP","Margaret Cloninger"
"../test/169__F_Left_index_finger.BMP","Steve Lemke"
"../test/169__F_Right_ring_finger.BMP","Steve Lemke"
"../test/169__F_Right_index_finger.BMP","Steve Lemke"
"../test/169__F_Left_middle_finger.BMP","Steve Lemke"
"../test/169__F_Right_middle_finger.BMP","Steve Lemke"
"../test/169__F_Left_little_finger.BMP","Steve Lemke"
"../test/169__F_Right_little_finger.BMP","Steve Lemke"
"../test/169__F_Left_thumb_finger.BMP","Steve Lemke"
"../test/169__F_Left_ring_finger.BMP","Steve Lemke"
"../test/169__F_Right_thumb_finger.BMP","Steve Lemke"
"../test/170__M_Left_ring_finger.BMP","Vicki Bryant"
"../test/170__M_Right_middle_finger.BMP","Vicki Bryant"
"../test/170__M_Right_little_finger.BMP","Vicki Bryant"
"../test/170__M_Right_ring_finger.BMP","Vicki Bryant"
"../test/170__M_Right_thumb_finger.BMP","Vicki Bryant"
"../test/170__M_Left_index_finger.BMP","Vicki Bryant"
"../test/170__M_Left_middle_finger.BMP","Vicki Bryant"
"../test/170__M_Left_little_finger.BMP","Vicki Bryant"
"../test/170__M_Right_index_finger.BMP","Vicki Bryant"
"../test/170__M_Left_thumb_finger.BMP","Vicki Bryant"
"../test/171__M_Right_index_finger.BMP","Connie Bishop"
"../test/171__M_Left_index_finger.BMP","Connie Bishop"
"../test/171__M_Right_middle_finger.BMP","Connie Bishop"
"../test/171__M_Right_ring_finger.BMP","Connie Bishop"
"../test/171__M_Right_little_finger.BMP","Connie Bishop"
"../test/171__M_Left_little_finger.BMP","Connie Bishop"
"../test/171__M_Left_middle_finger.BMP","Connie Bishop"
"../test/171__M_Left_ring_finger.BMP","Connie Bishop"
"../test/171__M_Right_thumb_finger.BMP","Connie Bishop"
"../test/171__M_Left_thumb_finger.BMP","Connie Bishop"
"../test/172__M_Left_middle_finger.BMP","Tina Knight"
"../test/172__M_Left_little_finger.BMP","Tina Knight"
"../test/172__M_Right_thumb_finger.BMP","Tina Knight"
"../test/172__M_Left_thumb_finger.BMP","Tina Knight"
"../test/172__M_Right_ring_finger.BMP","Tina Knight"
"../test/172__M_Right_middle_finger.BMP","Tina Knight"
"../test/172__M_Left_ring_finger.BMP","Tina Knight"
"../test/172__M_Right_little_finger.BMP","Tina Knight"
"../test/172__M_Right_index_finger.BMP","Tina Knight"
"../test/172__M_Left_index_finger.BMP","Tina Knight"
"../test/173__F_Right_ring_finger.BMP","Rene Cox"
"../test/173__F_Left_index_finger.BMP","Rene Cox"
"../test/173__F_Left_ring_finger.BMP","Rene Cox"
"../test/173__F_Right_index_finger.BMP","Rene Cox"
"../test/173__F_Right_middle_finger.BMP","Rene Cox"
"../test/173__F_Right_little_finger.BMP","Rene Cox"
"../test/173__F_Left_thumb_finger.BMP","Rene Cox"
"../test/173__F_Left_middle_finger.BMP","Rene Cox"
"../test/173__F_Left_little_finger.BMP","Rene Cox"
"../test/173__F_Right_thumb_finger.BMP","Rene Cox"
"../test/174__F_Left_thumb_finger.BMP","Rebbecca Crown"
"../test/174__F_Right_index_finger.BMP","Rebbecca Crown"
"../test/174__F_Left_ring_finger.BMP","Rebbecca Crown"
"../test/174__F_Left_little_finger.BMP","Rebbecca Crown"
"../test/174__F_Left_middle_finger.BMP","Rebbecca Crown"
"../test/174__F_Left_index_finger.BMP","Rebbecca Crown"
"../test/174__F_Right_little_finger.BMP","Rebbecca Crown"
"../test/174__F_Right_middle_finger.BMP","Rebbecca Crown"
"../test/174__F_Right_ring_finger.BMP","Rebbecca Crown"
"../test/174__F_Right_thumb_finger.BMP","Rebbecca Crown"
"../test/175__M_Left_little_finger.BMP","Roy Coto"
"../test/175__M_Left_middle_finger.BMP","Roy Coto"
"../test/175__M_Left_index_finger.BMP","Roy Coto"
"../test/175__M_Right_thumb_finger.BMP","Roy Coto"
"../test/175__M_Right_ring_finger.BMP","Roy Coto"
"../test/175__M_Left_ring_finger.BMP","Roy Coto"
"../test/175__M_Left_thumb_finger.BMP","Roy Coto"
"../test/175__M_Right_index_finger.BMP","Roy Coto"
"../test/175__M_Right_little_finger.BMP","Roy Coto"
"../test/175__M_Right_middle_finger.BMP","Roy Coto"
"../test/176__M_Right_little_finger.BMP","Kenneth Knight"
"../test/176__M_Right_middle_finger.BMP","Kenneth Knight"
"../test/176__M_Left_thumb_finger.BMP","Kenneth Knight"
"../test/176__M_Right_index_finger.BMP","Kenneth Knight"
"../test/176__M_Left_middle_finger.BMP","Kenneth Knight"
"../test/176__M_Left_little_finger.BMP","Kenneth Knight"
"../test/176__M_Right_ring_finger.BMP","Kenneth Knight"
"../test/176__M_Left_index_finger.BMP","Kenneth Knight"
"../test/176__M_Right_thumb_finger.BMP","Kenneth Knight"
"../test/176__M_Left_ring_finger.BMP","Kenneth Knight"
"../test/177__F_Right_little_finger.BMP","Charles Stanley"
"../test/177__F_Right_ring_finger.BMP","Charles Stanley"
"../test/177__F_Right_middle_finger.BMP","Charles Stanley"
"../test/177__F_Left_ring_finger.BMP","Charles Stanley"
"../test/177__F_Left_index_finger.BMP","Charles Stanley"
"../test/177__F_Left_middle_finger.BMP","Charles Stanley"
"../test/177__F_Left_little_finger.BMP","Charles Stanley"
"../test/177__F_Right_thumb_finger.BMP","Charles Stanley"
"../test/177__F_Left_thumb_finger.BMP","Charles Stanley"
"../test/177__F_Right_index_finger.BMP","Charles Stanley"
"../test/178__M_Right_ring_finger.BMP","Ellen Lindsey"
"../test/178__M_Left_index_finger.BMP","Ellen Lindsey"
"../test/178__M_Right_thumb_finger.BMP","Ellen Lindsey"
"../test/178__M_Left_ring_finger.BMP","Ellen Lindsey"
"../test/178__M_Left_middle_finger.BMP","Ellen Lindsey"
"../test/178__M_Left_little_finger.BMP","Ellen Lindsey"
"../test/178__M_Right_little_finger.BMP","Ellen Lindsey"
"../test/178__M_Right_middle_finger.BMP","Ellen Lindsey"
"../test/178__M_Left_thumb_finger.BMP","Ellen Lindsey"
"../test/178__M_Right_index_finger.BMP","Ellen Lindsey"
"../test/179__M_Left_index_finger.BMP","Thomas Cantrell"
"../test/179__M_Right_index_finger.BMP","Thomas Cantrell"
"../test/179__M_Right_ring_finger.BMP","Thomas Cantrell"
"../test/179__M_Left_little_finger.BMP","Thomas Cantrell"
"../test/179__M_Left_middle_finger.BMP","Thomas Cantrell"
"../test/179__M_Left_thumb_finger.BMP","Thomas Cantrell"
"../test/179__M_Right_thumb_finger.BMP","Thomas Cantrell"
"../test/179__M_Left_ring_finger.BMP","Thomas Cantrell"
"../test/179__M_Right_little_finger.BMP","Thomas Cantrell"
"../test/179__M_Right_middle_finger.BMP","Thomas Cantrell"
"../test/180__F_Right_little_finger.BMP","Patrice Sickler"
"../test/180__F_Right_middle_finger.BMP","Patrice Sickler"
"../test/180__F_Left_thumb_finger.BMP","Patrice Sickler"
"../test/180__F_Right_index_finger.BMP","Patrice Sickler"
"../test/180__F_Right_ring_finger.BMP","Patrice Sickler"
"../test/180__F_Left_index_finger.BMP","Patrice Sickler"
"../test/180__F_Left_little_finger.BMP","Patrice Sickler"
"../test/180__F_Left_middle_finger.BMP","Patrice Sickler"
"../test/180__F_Left_ring_finger.BMP","Patrice Sickler"
"../test/180__F_Right_thumb_finger.BMP","Patrice Sickler"
"../test/181__M_Left_ring_finger.BMP","Mike Guy"
"../test/181__M_Left_little_finger.BMP","Mike Guy"
"../test/181__M_Left_middle_finger.BMP","Mike Guy"
"../test/181__M_Right_little_finger.BMP","Mike Guy"
"../test/181__M_Right_ring_finger.BMP","Mike Guy"
"../test/181__M_Right_middle_finger.BMP","Mike Guy"
"../test/181__M_Left_index_finger.BMP","Mike Guy"
"../test/181__M_Right_thumb_finger.BMP","Mike Guy"
"../test/181__M_Left_thumb_finger.BMP","Mike Guy"
"../test/181__M_Right_index_finger.BMP","Mike Guy"
"../test/182__M_Right_index_finger.BMP","Rick Mccarthy"
"../test/182__M_Left_thumb_finger.BMP","Rick Mccarthy"
"../test/182__M_Left_ring_finger.BMP","Rick Mccarthy"
"../test/182__M_Left_middle_finger.BMP","Rick Mccarthy"
"../test/182__M_Left_little_finger.BMP","Rick Mccarthy"
"../test/182__M_Right_thumb_finger.BMP","Rick Mccarthy"
"../test/182__M_Left_index_finger.BMP","Rick Mccarthy"
"../test/182__M_Right_little_finger.BMP","Rick Mccarthy"
"../test/182__M_Right_ring_finger.BMP","Rick Mccarthy"
"../test/182__M_Right_middle_finger.BMP","Rick Mccarthy"
"../test/183__M_Right_thumb_finger.BMP","Velma Thorton"
"../test/183__M_Left_thumb_finger.BMP","Velma Thorton"
"../test/183__M_Left_little_finger.BMP","Velma Thorton"
"../test/183__M_Left_middle_finger.BMP","Velma Thorton"
"../test/183__M_Right_little_finger.BMP","Velma Thorton"
"../test/183__M_Right_ring_finger.BMP","Velma Thorton"
"../test/183__M_Right_middle_finger.BMP","Velma Thorton"
"../test/183__M_Left_index_finger.BMP","Velma Thorton"
"../test/183__M_Right_index_finger.BMP","Velma Thorton"
"../test/183__M_Left_ring_finger.BMP","Velma Thorton"
"../test/184__M_Left_index_finger.BMP","Joyce Hughes"
"../test/184__M_Right_thumb_finger.BMP","Joyce Hughes"
"../test/184__M_Right_ring_finger.BMP","Joyce Hughes"
"../test/184__M_Left_middle_finger.BMP","Joyce Hughes"
"../test/184__M_Left_little_finger.BMP","Joyce Hughes"
"../test/184__M_Left_ring_finger.BMP","Joyce Hughes"
"../test/184__M_Right_index_finger.BMP","Joyce Hughes"
"../test/184__M_Left_thumb_finger.BMP","Joyce Hughes"
"../test/184__M_Right_middle_finger.BMP","Joyce Hughes"
"../test/184__M_Right_little_finger.BMP","Joyce Hughes"
"../test/185__M_Left_ring_finger.BMP","Joyce Berland"
"../test/185__M_Right_ring_finger.BMP","Joyce Berland"
"../test/185__M_Left_index_finger.BMP","Joyce Berland"
"../test/185__M_Right_index_finger.BMP","Joyce Berland"
"../test/185__M_Left_little_finger.BMP","Joyce Berland"
"../test/185__M_Left_middle_finger.BMP","Joyce Berland"
"../test/185__M_Right_middle_finger.BMP","Joyce Berland"
"../test/185__M_Right_little_finger.BMP","Joyce Berland"
"../test/185__M_Left_thumb_finger.BMP","Joyce Berland"
"../test/185__M_Right_thumb_finger.BMP","Joyce Berland"
"../test/186__M_Left_middle_finger.BMP","Ismael Tracy"
"../test/186__M_Left_little_finger.BMP","Ismael Tracy"
"../test/186__M_Right_thumb_finger.BMP","Ismael Tracy"
"../test/186__M_Left_ring_finger.BMP","Ismael Tracy"
